   1    1   0.98469E+00  0.84170E-04
   1    2   0.98268E+00  0.97348E-04
   1    3   0.97868E+00  0.12360E-03
   1    4   0.97271E+00  0.16273E-03
   1    5   0.96479E+00  0.21444E-03
   1    6   0.95498E+00  0.27833E-03
   1    7   0.94333E+00  0.35390E-03
   1    8   0.92989E+00  0.44060E-03
   1    9   0.91475E+00  0.53775E-03
   1   10   0.89798E+00  0.64464E-03
   1   11   0.87966E+00  0.76044E-03
   1   12   0.85990E+00  0.88431E-03
   1   13   0.83880E+00  0.10153E-02
   1   14   0.81646E+00  0.11525E-02
   1   15   0.79299E+00  0.12949E-02
   1   16   0.76851E+00  0.14414E-02
   1   17   0.74313E+00  0.15909E-02
   1   18   0.71698E+00  0.17426E-02
   1   19   0.69017E+00  0.18951E-02
   1   20   0.66283E+00  0.20476E-02
   1   21   0.63507E+00  0.21990E-02
   1   22   0.60701E+00  0.23482E-02
   1   23   0.57877E+00  0.24942E-02
   1   24   0.55045E+00  0.26362E-02
   1   25   0.52217E+00  0.27732E-02
   1   26   0.49404E+00  0.29044E-02
   1   27   0.46614E+00  0.30289E-02
   1   28   0.43857E+00  0.31461E-02
   1   29   0.41142E+00  0.32554E-02
   1   30   0.38477E+00  0.33560E-02
   1   31   0.35870E+00  0.34476E-02
   1   32   0.33327E+00  0.35296E-02
   1   33   0.30855E+00  0.36018E-02
   1   34   0.28459E+00  0.36638E-02
   1   35   0.26143E+00  0.37155E-02
   1   36   0.23912E+00  0.37568E-02
   1   37   0.21770E+00  0.37876E-02
   1   38   0.19719E+00  0.38079E-02
   1   39   0.17761E+00  0.38179E-02
   1   40   0.15897E+00  0.38177E-02
   1   41   0.14129E+00  0.38076E-02
   1   42   0.12457E+00  0.37879E-02
   1   43   0.10881E+00  0.37589E-02
   1   44   0.94003E-01  0.37211E-02
   1   45   0.80137E-01  0.36749E-02
   1   46   0.67197E-01  0.36208E-02
   1   47   0.55167E-01  0.35594E-02
   1   48   0.44024E-01  0.34911E-02
   1   49   0.33744E-01  0.34167E-02
   1   50   0.24299E-01  0.33367E-02
   1   51   0.15662E-01  0.32518E-02
   1   52   0.77997E-02  0.31625E-02
   1   53   0.68141E-03  0.30695E-02
   1   54  -0.57268E-02  0.29734E-02
   1   55  -0.11459E-01  0.28749E-02
   1   56  -0.16550E-01  0.27745E-02
   1   57  -0.21035E-01  0.26728E-02
   1   58  -0.24949E-01  0.25705E-02
   1   59  -0.28327E-01  0.24680E-02
   1   60  -0.31202E-01  0.23660E-02
   1   61  -0.33609E-01  0.22648E-02
   1   62  -0.35580E-01  0.21650E-02
   1   63  -0.37148E-01  0.20670E-02
   1   64  -0.38344E-01  0.19711E-02
   1   65  -0.39197E-01  0.18778E-02
   1   66  -0.39736E-01  0.17874E-02
   1   67  -0.39990E-01  0.17001E-02
   1   68  -0.39983E-01  0.16162E-02
   1   69  -0.39740E-01  0.15359E-02
   1   70  -0.39286E-01  0.14594E-02
   1   71  -0.38643E-01  0.13869E-02
   1   72  -0.37830E-01  0.13183E-02
   1   73  -0.36868E-01  0.12539E-02
   1   74  -0.35775E-01  0.11937E-02
   1   75  -0.34567E-01  0.11376E-02
   1   76  -0.33261E-01  0.10857E-02
   1   77  -0.31869E-01  0.10379E-02
   1   78  -0.30406E-01  0.99406E-03
   1   79  -0.28883E-01  0.95420E-03
   1   80  -0.27311E-01  0.91817E-03
   1   81  -0.25701E-01  0.88584E-03
   1   82  -0.24060E-01  0.85707E-03
   1   83  -0.22397E-01  0.83167E-03
   1   84  -0.20718E-01  0.80950E-03
   1   85  -0.19030E-01  0.79035E-03
   1   86  -0.17338E-01  0.77405E-03
   1   87  -0.15647E-01  0.76038E-03
   1   88  -0.13960E-01  0.74915E-03
   1   89  -0.12280E-01  0.74014E-03
   1   90  -0.10610E-01  0.73316E-03
   1   91  -0.89514E-02  0.72800E-03
   1   92  -0.73058E-02  0.72445E-03
   1   93  -0.56737E-02  0.72230E-03
   1   94  -0.40553E-02  0.72137E-03
   1   95  -0.24503E-02  0.72145E-03
   1   96  -0.85805E-03  0.72236E-03
   1   97   0.72283E-03  0.72392E-03
   1   98   0.22939E-02  0.72596E-03
   1   99   0.38573E-02  0.72831E-03
   1  100   0.54155E-02  0.73083E-03
